x,y
6.927271429015086,-13.496228145391763
0.929037503700438,13.608471101681985
2.5458653712149273,-18.184832404675756
9.2252899029378,14.551322750561718
-16.631284363715153,-4.789267754694658
13.321412117101241,-10.983735297973876
-9.950190989479555,3.8827100446511427
14.827583925051707,-8.128135391984273
-17.9631695547368,-8.539669669967907
-4.56825986994088,5.2547740915284855
0.5888135816083061,-15.982800935904738
-0.5267603246853376,4.04722248490554
-14.539205075392728,-9.895444380851483
0.7424782187767278,-11.140715175635153
-9.752508004168067,1.7765981331316782
-6.04684336626055,9.98391743311572
-9.942002751351652,2.1056630578171
-13.202711271600135,-6.641451965919222
3.218488759933276,14.357973666664924
-15.31600705109058,10.197265787681323
-16.211811377831758,-11.117040681429664
-20.401265088822193,-9.670452519895075
-4.463315283688773,-13.294063984869883
-10.245928036983573,4.4742458261601525
-16.003100883726137,2.688774488513721
-21.37863976457871,-5.44642009656947
-13.160415809088049,12.44758124130107
9.882323624016951,1.4119465513430929
-9.079461584212014,-15.900729932004214
0.1835557238020146,11.110580528142716
-11.622967097340036,-11.273188345937704
-13.604186461649348,3.669316106396477
11.973183069594294,10.62222574689172
11.514270352168545,-13.317676293301234
5.541512099259819,7.88167350652673
-1.1248971725038999,-18.01746192527744
13.163855563307191,-1.2653118636443987
-13.668570913783668,11.506200670219638
11.35663842801337,-6.172933138972529
-1.8837244812859828,17.479766548080327
9.453167577003283,-11.512065011236395
19.166849267572914,-8.121998440046406
5.952197840100348,-21.139395169941658
-7.965957127471276,-7.8510391459629405
15.717849171384934,7.794808366464628
10.210530806770056,-8.141612253158154
-13.314019329177185,-13.22173827841244
-13.93016517277868,-15.143458824822439
-11.555939502071835,8.477876966752575
7.858456297889307,10.109326694533232
-1.115655921608051,-9.62952445900683
-20.589611804854346,2.7336259598462713
-6.022402815194381,-3.1859477430168566
11.981104166678545,-13.330576606382737
-12.428325691748864,22.45960631147675
-1.0640065504521723,14.020228955528271
11.465601346433775,-10.828354516111366
2.7135224936945077,13.674191294405915
14.297495538303748,-4.461642448743935
-7.90334720114713,14.391742237950602
-16.785805555277527,-0.6519176418380915
4.005314574424818,-13.265258189425372
-7.077438602324814,-16.484914867690293
-17.877272147558056,5.454651671638669
-13.233076441787235,-1.9819923995866886
8.275924413877501,-15.299893019094142
